state,District Name,block,Annual Domestic and Industry Draft,Annual Irrigation Draft,Annual Groundwater Draft (Total),Annual Replenishable Groundwater Resources (Total),Natural Discharge During Non-Monsoon Season,Net Groundwater Availability,Stage of Groundwater Development (%)
TN,Tirunelveli,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Tiruppur,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Tiruvannamalai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Tiruvannamalai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Tiruvannamalai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Tiruvannamalai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Tiruvannamalai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Tiruvannamalai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Tiruvannamalai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Tiruvannamalai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Tiruvannamalai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Reserve Forest,Reserve Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Vellore,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Vellore,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Vellore,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Vellore,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Vellore,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Vellore,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Vellore,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Vellore,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Vellore,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Salem,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Pudukkottai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Pudukkottai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Pudukkottai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Pudukkottai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Pudukkottai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Pudukkottai,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Kancheepuram,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Kancheepuram,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Kancheepuram,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Erode,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PY,Karaikal,Karaikal,545.71,786.98,1332.69,6981.24,698.12,6283.12,21.21
TN,Tiruchirappalli,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Viluppuram,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Salem,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Coimbatore,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL,North Delhi,Narela,2480.5789598,33.625,2514.2,2357.1,235.71,2121.39,118.516633
TN,Coimbatore,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Thiruvallur,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Dindigul,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,Dindigul,Reserved Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL,South East Delhi,Defence Colony,561.0,105.12,666.12,780.8,78.08,702.72,94.79166667
MH,Beed,Gevrai,637.7962898,11190.97147,11828.76185,18431.2346,921.5615838,17509.67301,67.55558392
MH,Buldhana,Deulgaon Raja,210.1121906,4144.451258,4354.555428,5893.732915,294.6951992,5599.037716,77.77328265
MH,Buldhana,Malakapur,156.0745854,3499.193426,3655.269734,5009.640088,268.2324486,4741.40764,77.09250105
DL,North Delhi,Alipur,1777.2658979,141.3386,1918.61,2177.47,217.75,1959.72,97.90225134
MH,Buldhana,Sangrampur,143.4674289,4646.443362,4789.934219,4536.972284,323.0225028,4213.949782,113.6685169
MH,Buldhana,Shegaon,214.5830087,1677.545713,1892.13691,3422.606615,171.1329094,3251.473706,58.19320964
MH,Chandrapur,Ballarpur,509.0507076,491.7181869,1000.767253,6046.186245,302.3097407,5743.876504,17.42320281
MH,Gadchiroli,Kurkheda,241.4663726,2915.289001,3156.73936,10401.92353,520.1072574,9881.816277,31.94493069
MH,Gadchiroli,Mulchera,146.2891466,1523.383754,1669.681623,7881.409964,404.1814119,7477.228552,22.3302205
DL,North Delhi,Model Town,455.7370073,88.4,544.14,613.75,61.37,552.38,98.50827329
MH,Gondia,Amgaon,833.60157383,577.6695661,1411.274911,4938.445279,246.9262954,4691.518984,30.08140682
MH,Gondia,Arjuni Moregaon,723.82479647,1669.952603,2393.752845,15350.08754,934.549618,14415.53792,16.60536608
MH,Gondia,Deori,458.71958786,813.1655897,1271.876686,9199.124692,545.0270555,8654.097636,14.69681461
MH,Gondia,Gondia,1121.80840318,1611.451819,2733.282389,8607.408499,604.967676,8002.440823,34.15560889
MH,Gondia,Goregaon,826.93919229,1250.600307,2077.519343,5023.612822,277.3925224,4746.2203,43.77207991
MH,Gondia,Sadak Arjuni,635.53285718,2382.651345,3018.188208,9021.409045,539.6860201,8481.723025,35.58461175
MH,Gondia,Salekasa,597.7747823,884.5860388,1482.357781,6698.68604,401.9341261,6296.751914,23.54162593
MH,Hingoli,Aundha,651.2928601,6393.435206,7044.735858,22023.14528,1166.674289,20856.47099,33.77721889
MH,Hingoli,Basmath,537.8141038,10515.6117,11053.43996,34383.19277,1719.156293,32664.03647,33.83978574
MH,Hingoli,Hingoli,374.92498608,4982.289846,5357.210305,13882.17306,694.1179311,13188.05513,40.6216857
MH,Latur,Ausa,345.7164378,6390.247158,6735.966152,14517.32823,725.8677179,13791.46051,48.84157226
DL,North West Delhi,Kanjhawala,1034.977505,306.558,1341.54,2244.29,224.43,2019.86,66.41747448
DL,North West Delhi,Rohini,485.1350774,35.4375,520.58,840.25,84.03,756.22,68.83975563
DL,North West Delhi,Saraswati Vihar,309.3052745,156.75,466.06,608.75,60.87,547.88,85.06607286
DL,West Delhi,Punjabi Bagh,755.411228,495.9,1251.31,1590.91,159.09,1431.82,87.39296839
DL,South West Delhi,Dwarka,530.5599552,472.5,1003.06,863.8,86.38,777.42,129.0242083
MH,Nagpur,Katol,938.5459173,5927.46861,6866.022788,8959.902459,447.9804437,8511.922015,80.66360072
MH,Nagpur,Mouda,1040.697042,1914.408386,2955.106373,11144.34252,557.2264096,10587.11611,27.91228831
MH,Nashik,Dindori,254.7632122,6561.014023,6815.77059,12205.34852,644.8353814,11560.51314,58.95733611
MH,Nashik,Igatpuri,196.955437,3946.544281,4143.495493,17508.09723,875.400669,16632.69656,24.91174825
MH,Nashik,Sinnar,295.2060442,15477.66181,15772.82534,16665.31203,881.5080942,15783.80393,99.93044391
MH,Nashik,Surgana,209.5708513,1263.393511,1472.956273,12677.03738,633.8587972,12043.17858,12.23062718
MH,Nashik,Trambakeshwar,224.6820538,1070.744774,1295.422951,12123.78269,614.0807146,11509.70197,11.25505208
MH,Nashik,Yeola,259.6561634,9263.313042,9522.977625,12758.98163,707.4566689,12051.52496,79.01885988
MH,Osmanabad,Bhoom,126.7137332,2816.239879,2942.958698,4824.8713,241.2484455,4583.622854,64.20595218
MH,Osmanabad,Kalamb,340.6794907,6443.085578,6783.767654,9978.106346,498.9200975,9479.186248,71.56487357
MH,Osmanabad,Lohara,170.6380241,3835.678879,4006.315872,7314.936879,365.7609242,6949.175954,57.65166831
MH,Osmanabad,Osmanabad,429.726242,11151.76341,11581.47276,16248.52908,812.4400733,15436.089,75.02854352
MH,Osmanabad,Paranda,237.9312017,5238.030502,5475.96523,9821.861769,491.092547,9330.769222,58.68717894
MH,Palghar,Dahanu,164.7336075,1115.238342,1279.948721,4465.006776,240.9420297,4224.064746,30.30135185
MH,Palghar,Jawhar,82.57944142,167.5943862,250.1757968,2669.766966,173.6363684,2496.130598,10.02254437
MH,Palghar,Mokhada,44.67260793,81.1775354,125.8484687,1121.434193,56.06290492,1065.371288,11.81263941
MH,Palghar,Palghar,253.1607029,1059.432116,1312.596035,5285.543874,362.3476817,4923.196193,26.66146104
MH,Palghar,Talasari,75.812174,229.4957747,305.3093591,1043.242929,52.15948902,991.0834403,30.80561603
MH,Palghar,Vikramgad,96.61397713,281.3016337,377.9126036,2732.662813,243.5100618,2489.152751,15.18237896
MH,Raigad,Mahad,168.4241133,197.6434584,366.057091,2366.521643,119.1548677,2247.366776,16.28826656
MH,Raigad,Mangaon,186.8553326,195.8162434,382.6731835,4520.193115,226.0023081,4294.190807,8.91141546
DL,New Delhi,Delhi Cantonment,1045.383422,119.5942,1164.98,995.34,99.54,895.8,130.0491181
MH,Raigad,Murud,49.1691133,248.2332347,297.4030485,1439.660266,71.98465454,1367.675612,21.74514526
DL,East Delhi,Gandhi Nagar,238.804962,6.48,245.28,329.62,32.96,296.66,82.68050967
DL,Shahdara,Vivek Vihar,333.4094131,178.2,511.61,515.56,51.56,464.0,110.2607759
DL,Shahdara,Shahdara,452.0983364,9.072,461.18,433.25,43.32,389.93,118.2725105
DL,Shahdara,Seemapuri,428.2130741,51.84,480.05,540.46,54.05,486.41,98.69246109
MH,Sangli,Kavathe Mahankal,424.3519623,8718.924154,9143.284646,12411.47909,707.2808915,11704.19819,78.1197011
MH,Sangli,Khanapur,173.7399127,3856.971045,4030.7352,13488.55743,1096.351425,12392.206,32.52637342
MH,Sangli,Miraj,271.3290198,8872.54569,9143.864688,16825.07022,924.1150797,15900.95514,57.50512851
MH,Satara,Mahabaleshwar,21.64138222,94.32692569,115.9676573,199.6658063,9.9834819,189.6823244,61.13783011
MH,Sindhudurg,Kankavali,359.445219,1003.105074,1362.552261,4154.494123,207.7236475,3946.770476,34.52322016
MH,Sindhudurg,Kudal,386.1295378,1756.609643,2142.740769,4830.139497,241.5095158,4588.629981,46.69674343
DL,North East Delhi,Karawal Nagar,274.1016387,76.5,350.6,394.7,39.47,355.23,98.69661909
DL,North East Delhi,Seelampur,529.368399,15.1875,544.56,609.51,60.95,548.56,99.27081814
MH,Wardha,Hinganghat,460.813891,6191.708525,6652.536187,12835.48756,690.8835582,12144.604,54.77771185
MH,Wardha,Karanja,339.1929702,5421.50075,5760.711804,8341.297573,418.6641427,7922.63343,72.71208311
MH,Wardha,Samudrapur,403.9433098,6369.333616,6773.291003,14750.62631,760.2963275,13990.32999,48.41409038
DL,North East Delhi,Yamuna Vihar,202.0479035,13.475,215.53,190.53,19.06,171.47,125.6954569
MH,Washim,Karanja,395.291603,4717.374121,5112.669673,8026.024596,523.0366345,7502.987962,68.14178163
MH,Washim,Malegaon,309.1588001,5222.188269,5531.364598,9042.230446,452.1098357,8590.12061,64.39216455
MH,Washim,Mangrulpir,348.5052259,4540.844443,4889.344858,9599.093491,497.4707211,9101.62277,53.71948477
DL,Central Delhi,Karol Bagh,708.871658,11.998,720.87,678.21,67.82,610.39,118.0999033
DL,Central Delhi,Kotwali,209.4224257,19.008,228.42,302.51,30.25,272.26,83.8977448
DL,South East Delhi,Kalkaji,358.02,81.706625,439.73,429.15,42.92,386.23,113.8518499
PY,Yanam,Yanam,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MH,Yavatmal,Ner,534.4082925,2245.376672,2779.778826,5433.739996,271.6771136,5162.062882,53.85015428
MH,Yavatmal,Omarkhed,500.9307358,3683.51453,4184.432765,14212.05527,710.610768,13501.4445,30.99248207
PY,Mahe,Mahe,138.65,0.0,138.65,221.49,22.15,199.34,69.55
MH,Yavatmal,Pusad,495.0796332,3820.840506,4315.918872,11975.18527,598.7591489,11376.42613,37.93738758
DD,Diu,Diu,0.0,42.2,42.2,245.37,12.26,233.11,18.10304148
DD,Daman,Daman,2867.0,215.1,3082.1,2655.31,132.77,2522.54,122.1824035
PY,Puducherry,Puducherry,4472.92,8983.5,13456.42,15131.2,1513.12,13618.08,98.81
DL,South East Delhi,Sarita Vihar,480.2316965,56.16,536.39,521.73,52.17,469.56,114.232473
DL,West Delhi,Patel Nagar,906.935548,104.76,1011.7,1347.06,134.7,1212.36,83.44881058
DL,West Delhi,Rajouri Garden,418.347144,57.888,476.23,416.05,41.6,374.45,127.1811991
DL,South West Delhi,Najafgarh,764.2116064,1713.6,2477.81,2923.27,292.33,2630.94,94.17964682
DL,South West Delhi,Kapashera,780.8685602,1725.36,2506.23,2310.5,231.05,2079.45,120.5236962
DL,New Delhi,Vasant Vihar,944.3103533,122.23145,1066.54,920.99,92.1,828.89,128.6708731
DL,South Delhi,Mehrauli,947.3806986,35.424,982.8,850.35,85.04,765.31,128.4185493
DL,South Delhi,Saket,1282.095145,140.4,1422.5,1416.1,141.61,1274.49,111.6132728
DL,East Delhi,Preet Vihar,386.0068421,41.85,427.86,628.64,62.87,565.77,75.62437033
DL,East Delhi,Mayur Vihar,497.6699329,80.36,578.03,599.57,59.96,539.61,107.119957
DL,Central Delhi,Civil Lines,565.6343224,136.08,701.71,1025.82,102.59,923.23,76.00597901
DL,Non Revenue Unit,Nazur Land,44.06269732,249.2,293.26,519.37,51.94,467.43,62.73880581
DL,South Delhi,Hauz Khas,448.5662383,66.420125,514.99,446.77,44.68,402.09,128.0782909
DL,New Delhi,Chanakyapuri,213.092376,235.2,448.29,389.58,38.96,350.62,127.8563687
AP,Krishna,A Konduru,172.8847035,1484.359032,1657.26,4242.54,212.14,4030.4,41.11899563
AP,West Godavari,Achanta,11.0967375,1707.32,1718.39,5453.31,272.58,5180.73,33.16887775
AP,Prakasam,Addanki,4.8356,795.2,800.05,2273.34,113.69,2159.65,37.04535457
AP,East Godavari,Addateegala,109.152816,81.96,191.08,2369.27,118.51,2250.76,8.48957685
AP,Kurnool,Adoni,68.4,979.96,1048.55,4299.44,214.97,4084.47,25.67162937
AP,Ananthapuramu,Agali,1359.198159,1220.607,2579.81,1262.37,63.09,1199.28,215.1132346
AP,Krishna,Agiripalle,197.3677995,1294.71,1492.05,3002.93,150.17,2852.76,52.30198124
AP,Prakasam,Vetapalem,11.9556,86.625,98.62,1419.08,70.96,1348.12,7.31537252
AP,East Godavari,Ainavilli,700.5361944,1644.21,2344.73,6365.89,318.32,6047.57,38.77144043
AP,East Godavari,Alamuru,69.2438448,993.3,1062.52,7052.59,352.64,6699.95,15.85862581
AP,West Godavari,Akiveedu,0.0,0.0,0.0,2.52,0.0,2.52,0.0
AP,Kurnool,Alur,21.012,208.7825,229.77,1775.5,88.79,1686.71,13.62237729
AP,Kurnool,Allagadda,43.248,1235.7465,1278.9,4195.5,209.8,3985.7,32.08721178
AP,East Godavari,Allavaram,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP,Sri Potti Sriramulu Nellore,Allur,110.8596942,698.49,809.34,14091.69,704.6,13387.09,6.04567535
AP,Ananthapuramu,Amadagur,253.0730466,1657.1565,1910.25,2323.54,116.18,2207.36,86.54002972
AP,East Godavari,Anaparthi,146.2746024,469.44,615.69,6139.56,306.97,5832.59,10.55603085
AP,Srikakulam,Amadalavalasa,193.104,352.332,545.43,3416.98,170.86,3246.11,16.80257293
AP,East Godavari,Amalapuram,288.995508,677.76,966.71,4691.71,234.63,4457.08,21.68931229
AP,Ananthapuramu,Amarapuram,209.7540522,1978.3455,2188.09,1924.11,96.2,1827.91,119.7044712
AP,Guntur,Amaravathi,10.4755,410.183,420.66,1162.02,58.12,1103.9,38.10671256
AP,Kurnool,Aspari,8.424,479.539,487.89,1623.59,81.16,1542.43,31.63125717
AP,East Godavari,Ambajipeta,60.752976,1593.69,1654.42,2767.08,138.35,2628.73,62.93609462
AP,Guntur,Amruthalur,498.64922,239.86,738.51,1207.68,60.37,1147.31,64.36882795
AP,Visakhapatnam,Anakapalle,700.5204612,377.2790834,1077.81,2663.6,133.22,2530.38,42.59478813
AP,Kurnool,Atmakur (Kurnool),15.288,375.512,390.84,1663.6,83.18,1580.42,24.73013503
AP,Visakhapatnam,Anandapuram,659.646414,368.125,1027.83,3762.36,188.14,3574.22,28.75676371
AP,Krishna,Avanigada,81.425655,114.03,195.46,4582.78,229.14,4353.64,4.48957654
AP,Ananthapuramu,Anantapur Mandal,315.1020096,186.549,501.61,2854.07,142.73,2711.34,18.50044627
AP,Visakhapatnam,Ananthagiri,281.508813,11.285,292.9,3466.1,173.34,3292.76,8.89527327
AP,Sri Potti Sriramulu Nellore,Ananthasagaram,101.3145138,1294.815,1396.1,4820.56,241.03,4579.53,30.48566119
SK,West Sikkim,West District,124.53362,0.0,124.53,11896.96,1189.7,10707.26,1.16304265
AP,Sri Potti Sriramulu Nellore,Anumasamudrampeta,73.8013815,1763.574,1837.39,4844.49,242.24,4602.26,39.92364621
AP,Prakasam,Ardhaveedu,22.3431445,1146.342754,1168.7,2269.61,113.49,2156.12,54.20384765
CG,Bilaspur,Pendra Road (Gaurela,400.066755,836.25,1236.31,5257.73,525.78,4731.95,26.12686102
CG,Kabeerdham,Bodla,511.01585636,6107.5241,6618.54,18001.85,1119.42,16882.43,39.20371653
MP,Balaghat,Birsa,312.79113,116.3,429.1,12447.0,1244.7,11202.3,3.83046339
CG,Kabeerdham,Pandariya,718.53315833,10315.9065,11034.43,13100.16,1310.02,11790.14,93.59032208
CG,Koriya,Bharatpur,234.82248,1249.7751,1484.6,24250.81,1260.0,22990.81,6.45736275
CG,Mungeli,Lormi,380.316225,2132.0,2512.32,5285.92,528.59,4757.33,52.80945404
CG,Rajnandgaon,Chhuikhadan,486.869305,6607.9852,7094.84,9196.98,919.69,8277.29,85.71452734
GJ,Junagadh,Manavadar,158.8756488,6293.6,6452.47,5688.29,568.83,5119.46,126.0380978
AP,Visakhapatnam,Araku Valley,296.9292267,16.535,313.45,1651.61,82.58,1569.03,19.97731082
MP,Seoni,Keolari,403.22718,862.07,1265.3,6628.37,331.42,6296.95,20.09385496
MP,Sheopur,Karhal,328.28319,6087.84,6416.12,13114.84,655.74,12459.1,51.49745969
MP,Shivpuri,Narwar,537.89904,5764.0396,6301.93,9146.65,914.66,8231.99,76.55415033
TN,Ranipet,Mambakkam,29.37512,1215.02,1244.39,1633.28,163.33,1469.95,84.65526038
AP,Guntur,Achampeta,42.19169,1330.876,1373.11,2954.29,147.73,2806.56,48.92501853
TN,Coimbatore,Coimbatore,211.0898295,75.69,286.78,173.68,17.37,156.31,183.468748
AP,Visakhapatnam,Atchutapuram,122.4,397.5432972,519.95,2184.34,109.24,2075.1,25.05662378
AP,West Godavari,Attili,15.33,202.86,218.17,8103.06,405.01,7698.05,2.83409435
AP,YSR,Atlur,80.5116,569.7297,650.27,1493.89,74.68,1419.21,45.81915291
TR,Dhalai,Ambasa,92.531223,6.0,98.53,3576.76,359.21,3217.55,3.06226788
TR,North Tripura,Damchhera,62.324991,3.0,65.33,432.63,45.99,386.64,16.89685496
MZ,Mamit,Zawlnuam,35.7167538,0.0,35.72,3093.78,309.38,2784.4,1.28286166
UP,Jhansi,Babina,419.19885,4897.77,5316.97,6782.64,678.27,6104.37,87.10104401
UP,Jhansi,Bamaur,326.67573,5312.0,5638.68,11866.98,593.35,11273.63,50.01654303
UP,Jhansi,Baragaon,285.03507,4730.75,5015.78,7259.14,725.92,6533.22,76.77347464
MP,Tikamgarh,Niwari,561.2373225,4223.7504,4784.99,7076.55,353.83,6722.72,71.17639884
MP,Satna,Majhgawan,604.35459,4028.4,4632.75,12354.34,1235.44,11118.9,41.66554245
UP,Chitrakoot,Karwi,661.29459,8715.4,9376.69,10844.3,1084.43,9759.87,96.07392312
UP,Prayagraj,Koraon,583.16634,4996.88,5580.05,10728.65,1072.86,9655.79,57.78967852
UP,Lalitpur,Madaora,416.96724,4409.46,4826.43,6360.37,636.04,5724.33,84.3143215
UP,Sonbhadra,Myorpur,839.84529,632.8,1472.64,2680.73,134.04,2546.69,57.82564819
TS,Warangal Urban,Velair,91.06037616,1694.132249,1785.192625,1462.917647,146.2915388,1316.626108,135.5884267
AP,Ananthapuramu,Atmakur,52.0515072,1653.3105,1705.38,2930.94,146.53,2784.41,61.2474456
AP,Sri Potti Sriramulu Nellore,Atmakur (Nellore),166.683852,2020.347,2187.01,5773.58,288.71,5484.87,39.87350657
AP,East Godavari,Atreyapuram,13.0889304,1343.04,1356.13,9239.04,461.96,8777.08,15.45081052
AP,YSR,B Kodur,144.91,906.4125,1051.28,2095.41,104.75,1990.66,52.81062562
AP,Chittoor,B Kothakota,126.917256,1018.59,1145.51,2215.2,110.76,2104.44,54.43300831
AP,Vizianagaram,Badangi,47.232,1106.728,1153.91,8528.07,426.43,8101.64,14.24291872
BR,East Champaran,Raxaul,663.09122,1118.64,1781.73,4449.24,444.92,4004.32,44.49519519
AP,YSR,Badvel,103.458,892.8749,996.29,2937.62,146.86,2790.76,35.69959438
AP,Chittoor,Baireddi Palle,76.006705,1223.389,1299.4,1841.9,92.15,1749.75,74.26203743
AP,Sri Potti Sriramulu Nellore,Balayapalle,91.2906279,2178.7425,2270.09,4558.38,227.88,4330.5,52.42096756
AP,Vizianagaram,Balajipeta,34.668,1358.6014,1393.21,9371.19,468.52,8902.67,15.64935014
AP,Prakasam,Ballikuruva,5.1336,893.8415,898.99,1710.79,85.55,1625.24,55.31429204
AP,Kurnool,Banaganapalle,43.344,1423.732,1466.85,7941.15,397.01,7544.14,19.44356812
BR,Jehanabad,Makhdumpur,873.43248,5475.17,6348.6,8198.46,819.84,7378.62,86.04047911
AP,Kurnool,Bandi Atmakur,10.368,921.93,932.21,13848.99,692.49,13156.5,7.08554707
AP,Krishna,Bantumilli,0.0,0.0,0.0,182.88,9.1,173.78,0.0
AP,Chittoor,Bangarupalem,109.292785,1472.9495,1582.27,2723.4,136.18,2587.22,61.15714937
AP,Guntur,Bapatla,142.73564,756.54,899.29,4183.17,209.15,3974.02,22.62922683
AP,Krishna,Bapulapad,395.319519,2546.129,2941.41,8305.93,415.37,7890.56,37.27758233
AP,Prakasam,Chirala,124.44297,141.5,265.94,3694.77,184.74,3510.03,7.57657342
AP,Ananthapuramu,Bathalapalle,170.2467315,1430.3634,1600.58,2683.48,134.18,2549.3,62.78507826
AP,Visakhapatnam,Chodavaram,229.9167495,648.35,878.17,2617.09,130.87,2486.22,35.32149206
AP,Guntur,Bellamkonda,113.764165,478.828,592.59,2056.74,102.83,1953.9,30.32857362
AP,Ananthapuramu,Beluguppa,158.1829236,1589.8161,1748.0,3275.69,163.78,3111.91,56.1712903
AP,Prakasam,Bestavaripeta,21.9949,686.31,708.27,2063.41,103.15,1960.24,36.13180019
BR,Rohtas,Rohats,208.76528,829.73,1038.49,6295.35,629.53,5665.82,18.32903269
AP,Kurnool,Bethamcherla,30.792,702.928,733.71,811.76,40.59,771.17,95.14244589
AP,East Godavari,Nellipaka,95.63736,198.48,294.12,2074.67,103.78,1970.89,14.92320728
AP,Guntur,Dachepalle,87.514015,561.877,649.41,3054.69,152.72,2901.96,22.37832362
AP,Srikakulam,Bhamini,225.72,273.62,499.34,2434.81,121.74,2313.07,21.58775999
AP,Guntur,Bhattiprolu,195.452865,808.416,1003.83,3146.39,157.32,2989.07,33.58335536
AP,Ananthapuramu,Bommanahal,178.3644426,1261.5035,1439.86,3543.32,177.18,3366.14,42.77481032
AP,Visakhapatnam,Bheemunipatnam,306.4710285,277.275,583.73,1362.14,68.11,1294.03,45.10946423
AP,Vizianagaram,Bondapalle,36.882,625.586,662.49,7647.69,382.43,7265.25,9.11861257
AP,YSR,Brahmamgarimattam,189.108,1801.5449,1990.7,2708.89,135.46,2573.43,77.35590243
AP,West Godavari,Bhimadole,160.998309,1101.24,1262.24,4060.56,202.98,3857.57,32.72111718
AP,Ananthapuramu,Brahmasamudram,151.8116418,2210.6355,2362.42,3746.1,187.29,3558.81,66.38230195
AP,West Godavari,Bheemavaram,0.0,0.0,0.0,3.42,0.0,3.42,0.0
AP,Visakhapatnam,Butchayyapeta,78.5187945,495.95,574.47,2967.64,148.36,2819.27,20.37655138
AP,Vizianagaram,Bhoghapuram,81.612,687.141087,768.75,2688.83,134.4,2554.44,30.09465871
AP,Kurnool,Dornipadu,7.92,95.925,103.84,1466.03,73.3,1392.73,7.45586007
AP,East Godavari,Biccavolu,205.504272,893.99,1099.49,9183.06,459.16,8723.9,12.60319353
AP,Vizianagaram,Bobbili,26.676,1115.816,1142.46,8346.33,417.27,7929.06,14.40851753
AP,Kurnool,C Belagal,3.888,644.353,648.3,2414.73,120.72,2294.01,28.26055684
AP,Sri Potti Sriramulu Nellore,Bogole,87.0106158,257.085,344.08,15089.42,754.47,14334.94,2.40028908
AP,Guntur,Duggirala,224.967575,1376.58,1601.56,7152.86,357.64,6795.22,23.56892051
AP,Guntur,Bollapalle,392.95273,2635.536,3028.47,3187.47,159.37,3028.1,100.0122189
AP,Chittoor,Buchinaidu Khandri,76.115087,1075.195,1151.32,3985.19,199.28,3785.91,30.41065424
AP,Sri Potti Sriramulu Nellore,Bucchireddipalem,99.9,4195.215,4295.11,7853.13,392.66,7460.47,57.57157391
AP,Ananthapuramu,Bukkapatnam,115.8393717,897.7338,1013.58,2334.7,116.76,2217.94,45.69916229
AP,Ananthapuramu,Bukkarayasamudram,228.1344201,959.1792,1187.3,2599.43,129.99,2469.44,48.07972658
AP,Krishna,Challapalle,47.6639235,2085.178,2132.85,6978.52,348.94,6629.58,32.17172129
AP,Srikakulam,Burja,181.7346175,254.484,436.19,2776.2,138.84,2637.35,16.53895008
AP,West Godavari,Buttayagudem,78.20777,1787.4605,1865.69,7106.77,355.39,6751.38,27.63420219
AP,Kurnool,Chagalamarri,15.0,1086.177,1101.24,1540.54,77.05,1463.49,75.24752475
AP,West Godavari,Chagallu,113.812634,852.31,966.14,2196.49,109.8,2086.69,46.30012124
AP,YSR,Chaknayapet,91.935,1395.48685,1487.42,2560.27,128.05,2432.22,61.15482974
AP,Krishna,Chandarlapadu,273.582972,1199.056,1472.64,3583.63,179.2,3404.43,43.2565804
AP,Chittoor,Chandragiri,91.713452,794.0445,885.76,1159.78,57.98,1101.8,80.39208568
AP,Guntur,Chebrole,27.4115,402.468,429.86,2652.1,132.6,2519.5,17.06132169
AP,Prakasam,Chadrasekarapuram,61.6584085,1074.42,1135.96,2975.47,148.82,2826.65,40.18750111
AP,YSR,Chapad,79.38,1160.25,1239.62,1349.44,67.46,1281.97,96.69649056
AP,Visakhapatnam,Cheedikada,359.5322442,272.995,632.43,2481.87,124.12,2357.75,26.82345456
BR,Sheohar,Dumri Katsari,205.9066,766.1,972.01,2253.23,225.32,2027.91,47.93161432
AP,Krishna,Chatrai,197.717607,1776.06198,1973.79,5735.25,286.77,5448.48,36.22643379
AP,Vizianagaram,Cheepurupalle,36.072,1985.226,2021.25,5368.64,268.42,5100.22,39.63064338
AP,Sri Potti Sriramulu Nellore,Chejerla,86.0662989,1457.013,1543.06,7515.87,375.82,7140.06,21.61130299
BR,Nawada,Maskaur,221.86114,1147.52,1369.38,1665.33,166.53,1498.8,91.36509207
AP,Ananthapuramu,Chenne Kothapalle,132.6824874,1639.9605,1772.64,3713.34,185.65,3527.69,50.24931329
